O*NET-SOC Code	Task ID	Task	Green Task Type	Date	Domain Source
11-9199.09	15820	Develop processes or procedures for wind operations, including transitioning from construction to commercial operations.	New Green Task	06/2009	Analyst
11-9199.09	15819	Develop relationships and communicate with customers, site managers, developers, land owners, authorities, utility representatives, or residents.	New Green Task	06/2009	Analyst
11-9199.09	15818	Establish goals, objectives, or priorities for wind field operations.	New Green Task	06/2009	Analyst
11-9199.09	15817	Estimate costs associated with operations, including repairs or preventive maintenance.	New Green Task	06/2009	Analyst
11-9199.09	15816	Monitor and maintain records of daily facility operations.	New Green Task	06/2009	Analyst
11-9199.09	15814	Review, negotiate, or approve wind farm contracts.	New Green Task	06/2009	Analyst
11-9199.09	15815	Recruit or select wind operations employees, contractors, or subcontractors.	New Green Task	06/2009	Analyst
11-9199.09	15813	Maintain operations records, such as work orders, site inspection forms, or other documentation.	New Green Task	06/2009	Analyst
11-9199.09	15811	Manage warranty repair or replacement services.	New Green Task	06/2009	Analyst
11-9199.09	15812	Order parts, tools, or equipment needed to maintain, restore, or improve wind field operations.	New Green Task	06/2009	Analyst
11-9199.09	15810	Provide technical support to wind field customers, employees, or subcontractors.	New Green Task	06/2009	Analyst
11-9199.09	15809	Track and maintain records for wind operations, such as site performance, downtime events, parts usage, or substation events.	New Green Task	06/2009	Analyst
11-9199.09	15808	Train or coordinate the training of employees in operations, safety, environmental issues, or technical issues.	New Green Task	06/2009	Analyst
11-9199.10	15838	Create wind energy project plans, including project scope, goals, tasks, resources, schedules, costs, contingencies, or other project information.	New Green Task	06/2009	Analyst
11-9199.10	15837	Prepare or assist in the preparation of applications for environmental, building, or other required permits.	New Green Task	06/2009	Analyst
11-9199.10	15836	Coordinate or direct development, energy assessment, engineering, or construction activities to ensure that wind project needs and objectives are met.	New Green Task	06/2009	Analyst
11-9199.10	15835	Develop scope of work for wind project functions, such as design, site assessment, environmental studies, surveying, or field support services.	New Green Task	06/2009	Analyst
11-9199.10	15834	Manage wind project costs to stay within budget limits.	New Green Task	06/2009	Analyst
11-9199.10	15833	Prepare wind project documentation, including diagrams or layouts.	New Green Task	06/2009	Analyst
11-9199.10	15832	Provide technical support for the design, construction, or commissioning of wind farm projects.	New Green Task	06/2009	Analyst
11-9199.10	15830	Provide verbal or written project status reports to project teams, management, subcontractors, customers, or owners.	New Green Task	06/2009	Analyst
11-9199.10	15831	Review civil design, engineering, or construction technical documentation to ensure compliance with applicable government or industrial codes, standards, requirements, or regulations.	New Green Task	06/2009	Analyst
11-9199.10	15829	Review or evaluate proposals or bids to make recommendations regarding awarding of contracts.	New Green Task	06/2009	Analyst
11-9199.10	15828	Update schedules, estimates, forecasts, or budgets for wind projects.	New Green Task	06/2009	Analyst
11-9199.10	15827	Lead or support negotiations involving tax agreements or abatements, power purchase agreements, land use, or interconnection agreements.	New Green Task	06/2009	Analyst
11-9199.10	15826	Manage site assessments or environmental studies for wind fields.	New Green Task	06/2009	Analyst
11-9199.10	15825	Prepare requests for proposals (RFPs) for wind project construction or equipment acquisition.	New Green Task	06/2009	Analyst
11-9199.10	15824	Supervise the work of subcontractors or consultants to ensure quality and conformance to specifications or budgets.	New Green Task	06/2009	Analyst
11-9199.11	15857	Coordinate on-site activities for environmental cleanup or remediation projects to ensure compliance with environmental laws, standards, regulations, or other requirements.	New Green Task	07/2013	Occupational Expert
11-9199.11	15850	Estimate costs for environmental cleanup and remediation of land redevelopment projects.	New Green Task	07/2013	Occupational Expert
11-9199.11	15847	Inspect sites to assess environmental damage or monitor cleanup progress.	New Green Task	07/2013	Occupational Expert
11-9199.11	15843	Prepare reports or presentations to communicate brownfield redevelopment needs, status, or progress.	New Green Task	07/2013	Occupational Expert
11-9199.11	15849	Identify environmental contamination sources.	New Green Task	07/2013	Occupational Expert
11-9199.11	15848	Plan or implement brownfield redevelopment projects to ensure safety, quality, and compliance with applicable standards or requirements.	New Green Task	07/2013	Occupational Expert
11-9199.11	15839	Review or evaluate environmental remediation project proposals.	New Green Task	07/2013	Occupational Expert
11-9199.11	15844	Negotiate contracts for services or materials needed for environmental remediation.	New Green Task	07/2013	Occupational Expert
11-9199.11	15859	Conduct feasibility or cost-benefit studies for environmental remediation projects.	New Green Task	07/2013	Occupational Expert
11-9199.11	15846	Maintain records of decisions, actions, and progress related to environmental redevelopment projects.	New Green Task	07/2013	Occupational Expert
11-9199.11	15852	Design or implement plans for surface or ground water remediation.	New Green Task	07/2013	Occupational Expert
11-9199.11	15855	Design or conduct environmental restoration studies.	New Green Task	07/2013	Occupational Expert
11-9199.11	15856	Coordinate the disposal of hazardous waste.	New Green Task	07/2013	Occupational Expert
11-9199.11	15845	Prepare and submit permit applications for demolition, cleanup, remediation, or construction projects.	New Green Task	07/2013	Occupational Expert
11-9199.11	15860	Develop or implement plans for the sustainable regeneration of brownfield sites to ensure regeneration of a wider area by providing environmental protection or economic and social benefits.	New Green Task	07/2013	Occupational Expert
11-9199.11	15858	Conduct quantitative risk assessments for human health, environmental, or other risks.	New Green Task	07/2013	Occupational Expert
11-9199.11	15840	Review or evaluate designs for contaminant treatment or disposal facilities.	New Green Task	07/2013	Occupational Expert
11-9199.11	15854	Design or implement measures to improve the water, air, and soil quality of military test sites, abandoned mine land, or other contaminated sites.	New Green Task	07/2013	Occupational Expert
11-9199.11	15853	Design or implement plans for structural demolition and debris removal.	New Green Task	07/2013	Occupational Expert
11-9199.11	15841	Provide training on hazardous material or waste cleanup procedures and technologies.	New Green Task	07/2013	Occupational Expert
11-9199.11	15851	Develop or implement plans for revegetation of brownfield sites.	New Green Task	07/2013	Occupational Expert
11-9199.11	15842	Provide expert witness testimony on issues such as soil, air, or water contamination and associated cleanup measures.	New Green Task	07/2013	Occupational Expert
